,Links,Title,Details,Price,Ratings
155,https://www.airbnb.co.in/rooms/768471122452561074?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579157_6if5OrBq4WucVUFC&previous_page_section_name=1000&federated_search_id=d0867266-2a35-4be3-90e3-e21b7c440a61,Room in Mumbai,Stay with Sarabjit,"₹3,423 per night",New
156,https://www.airbnb.co.in/rooms/836130324503721129?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579157_7s6VLwWFfMWly1O0&previous_page_section_name=1000&federated_search_id=d0867266-2a35-4be3-90e3-e21b7c440a61,Flat in Navi Mumbai,1 bed,"₹1,370 per night",4.5 (4)
157,https://www.airbnb.co.in/rooms/924282975947483708?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579157_cIqLFWihGonNuaiu&previous_page_section_name=1000&federated_search_id=d0867266-2a35-4be3-90e3-e21b7c440a61,Shared room in Pune,1 bed,"₹750 per night, originally ₹914",New
158,https://www.airbnb.co.in/rooms/598955333174814799?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579157_aONqWcgayTgUysNU&previous_page_section_name=1000&federated_search_id=d0867266-2a35-4be3-90e3-e21b7c440a61,Flat in Pune,2 beds,"₹1,706 per night",4.65 (17)
159,https://www.airbnb.co.in/rooms/746959733736657312?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579157_%2BypslZkfQhyVvYYN&previous_page_section_name=1000&federated_search_id=d0867266-2a35-4be3-90e3-e21b7c440a61,Place to stay in Pune,1 king bed,"₹1,441 per night, originally ₹1,816",4.75 (12)
160,https://www.airbnb.co.in/rooms/782436402960839317?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579157_%2BQe8Wf70RkeXpRN9&previous_page_section_name=1000&federated_search_id=d0867266-2a35-4be3-90e3-e21b7c440a61,Flat in Pune,2 queen beds,"₹1,706 per night",5.0 (6)
161,https://www.airbnb.co.in/rooms/24459291?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579157_8QgtneVgr8XgNHgT&previous_page_section_name=1000&federated_search_id=d0867266-2a35-4be3-90e3-e21b7c440a61,Room in Mumbai,Stay with Jyothi,", ",4.68 (19)
162,https://www.airbnb.co.in/rooms/701085983243530842?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579157_4J7rD5xTKip%2BorEC&previous_page_section_name=1000&federated_search_id=d0867266-2a35-4be3-90e3-e21b7c440a61,Cabin in Dongargaon,2 beds,"₹3,994 per night",4.71 (21)
163,https://www.airbnb.co.in/rooms/765017682860216599?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579159_CEbtkchI2dAX5V8v&previous_page_section_name=1000&federated_search_id=14793ff6-bdf7-409a-ac26-f8e85b6de732,Room in Pune,Stay with Yuga,"₹1,256 per night",4.55 (20)
164,https://www.airbnb.co.in/rooms/17289859?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579159_aFTg7LHzWR4SMDra&previous_page_section_name=1000&federated_search_id=14793ff6-bdf7-409a-ac26-f8e85b6de732,Room in Mumbai,Stay with Susmita,", ",4.64 (29)
165,https://www.airbnb.co.in/rooms/883004430739279230?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579159_i3Mlj9kqqOYi0iZW&previous_page_section_name=1000&federated_search_id=14793ff6-bdf7-409a-ac26-f8e85b6de732,Flat in Mumbai,4 beds,"₹8,700 per night",5.0 (3)
166,https://www.airbnb.co.in/rooms/928082402434937967?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579159_ARHRExRXdiZcGvZ1&previous_page_section_name=1000&federated_search_id=14793ff6-bdf7-409a-ac26-f8e85b6de732,Hotel in मुंबई,1 bed,"₹3,378 per night, originally ₹4,118",New
167,https://www.airbnb.co.in/rooms/51418961?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579159_rHiP30jN%2B%2FQlEJ8B&previous_page_section_name=1000&federated_search_id=14793ff6-bdf7-409a-ac26-f8e85b6de732,Apartment in Alibag,2 beds,"₹3,099 per night, originally ₹3,389",4.86 (65)
168,https://www.airbnb.co.in/rooms/40171201?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579159_2elOFL7GMzAXNGcd&previous_page_section_name=1000&federated_search_id=14793ff6-bdf7-409a-ac26-f8e85b6de732,Flat in Pune,2 beds,"₹2,691 per night, originally ₹4,324",5.0 (36)
169,https://www.airbnb.co.in/rooms/687999847266883754?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579159_YZRNzPDW3z12WHFn&previous_page_section_name=1000&federated_search_id=14793ff6-bdf7-409a-ac26-f8e85b6de732,Room in Mumbai,Stay with Christopher,"₹9,130 per night",5.0 (8)
170,https://www.airbnb.co.in/rooms/768471122452561074?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579159_eSMBvnFvNhhNBxvP&previous_page_section_name=1000&federated_search_id=14793ff6-bdf7-409a-ac26-f8e85b6de732,Room in Mumbai,Stay with Sarabjit,"₹3,423 per night",New
171,https://www.airbnb.co.in/rooms/925145597643196651?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579159_KpB6ptnSBjGESu0Q&previous_page_section_name=1000&federated_search_id=14793ff6-bdf7-409a-ac26-f8e85b6de732,Hotel in Mira Bhayandar,1 bed,"₹3,378 per night, originally ₹4,118",New
172,https://www.airbnb.co.in/rooms/24380222?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579159_9kI0IagCFAXzYTd8&previous_page_section_name=1000&federated_search_id=14793ff6-bdf7-409a-ac26-f8e85b6de732,Room in Navi Mumbai,Stay with Anaya,", ",5.0 (4)
173,https://www.airbnb.co.in/rooms/928057577222741601?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579159_Ubu8p0%2Fll8JWQfQU&previous_page_section_name=1000&federated_search_id=14793ff6-bdf7-409a-ac26-f8e85b6de732,Hotel in मुंबई,1 bed,"₹3,378 per night, originally ₹4,118",New
174,https://www.airbnb.co.in/rooms/557174151365199393?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579159_qh2qh8wbNgQ%2FQcQa&previous_page_section_name=1000&federated_search_id=14793ff6-bdf7-409a-ac26-f8e85b6de732,Flat in Pune,1 bed,"₹1,757 per night",4.34 (35)
175,https://www.airbnb.co.in/rooms/41231719?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579159_REOG9oYvmvHnQFeA&previous_page_section_name=1000&federated_search_id=14793ff6-bdf7-409a-ac26-f8e85b6de732,Bungalow in Kamshet,10 beds,"₹4,565 per night",4.67 (3)
176,https://www.airbnb.co.in/rooms/911406596081005085?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579159_gr0VgkMGH0hRd%2FQT&previous_page_section_name=1000&federated_search_id=14793ff6-bdf7-409a-ac26-f8e85b6de732,Hotel in Mumbai,3 beds,"₹2,887 per night",New
177,https://www.airbnb.co.in/rooms/599657442665520885?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579159_EjK%2Fsmpsc48HIZwd&previous_page_section_name=1000&federated_search_id=14793ff6-bdf7-409a-ac26-f8e85b6de732,Room in Pune,Stay with Himanshu,", ",4.94 (17)
178,https://www.airbnb.co.in/rooms/833204760087202633?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579160_Ud%2FBdLC0ZhLEMTFa&previous_page_section_name=1000&federated_search_id=ebc9e83f-9079-4825-ae77-a860e970d30c,Hotel in Alibag,2 double beds,"₹3,423 per night",4.86 (7)
179,https://www.airbnb.co.in/rooms/52329851?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579160_DJptkKBbxwsjlzX5&previous_page_section_name=1000&federated_search_id=ebc9e83f-9079-4825-ae77-a860e970d30c,Boutique hotel in Mahabaleshwar,1 bed,"₹2,398 per night, originally ₹3,353",4.77 (22)
180,https://www.airbnb.co.in/rooms/29046301?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579160_%2BeTfue6GBNxNbD0n&previous_page_section_name=1000&federated_search_id=ebc9e83f-9079-4825-ae77-a860e970d30c,Place to stay in Mumbai,1 double bed,"₹6,732 per night, originally ₹7,920",4.71 (28)
181,https://www.airbnb.co.in/rooms/558924427076315456?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579160_K26q5YVrONmzrULq&previous_page_section_name=1000&federated_search_id=ebc9e83f-9079-4825-ae77-a860e970d30c,Apartment in Vakas,2 king beds,"₹2,197 per night",4.41 (22)
182,https://www.airbnb.co.in/rooms/662525838226029669?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579160_6yUDP89qJPlt%2BFoo&previous_page_section_name=1000&federated_search_id=ebc9e83f-9079-4825-ae77-a860e970d30c,Room in Pimpri-Chinchwad,Stay with Navin,", ",5.0 (8)
183,https://www.airbnb.co.in/rooms/842302080519611806?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579160_IgApK32a8FHYtSB0&previous_page_section_name=1000&federated_search_id=ebc9e83f-9079-4825-ae77-a860e970d30c,Flat in Khoni Pagadyacha Pada,4 beds,"₹1,706 per night",5.0 (7)
184,https://www.airbnb.co.in/rooms/54119605?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579160_JBxzg7sFTBS0DtJi&previous_page_section_name=1000&federated_search_id=ebc9e83f-9079-4825-ae77-a860e970d30c,Room in Lonavla,Stay with Udit,", ",4.99 (70)
185,https://www.airbnb.co.in/rooms/24459291?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579160_yxdg03Bdzrvo7d6t&previous_page_section_name=1000&federated_search_id=ebc9e83f-9079-4825-ae77-a860e970d30c,Room in Mumbai,Stay with Jyothi,", ",4.68 (19)
186,https://www.airbnb.co.in/rooms/826838713734150838?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579160_rZGzOjTsRPMmk4K3&previous_page_section_name=1000&federated_search_id=ebc9e83f-9079-4825-ae77-a860e970d30c,Hotel in Alibag,1 bed,"₹1,369 per night",4.71 (7)
187,https://www.airbnb.co.in/rooms/927613659136540895?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579160_nMM2zwGc1%2FapHHvA&previous_page_section_name=1000&federated_search_id=ebc9e83f-9079-4825-ae77-a860e970d30c,Flat in Mumbai,4 beds,"₹11,412 per night, originally ₹13,912",New
188,https://www.airbnb.co.in/rooms/583904404292789087?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579160_uYIB6z5riyVqs8bi&previous_page_section_name=1000&federated_search_id=ebc9e83f-9079-4825-ae77-a860e970d30c,Flat in Pune,2 beds,"₹1,706 per night",4.65 (17)
189,https://www.airbnb.co.in/rooms/1489786?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579160_ej0bwkkUplfyMOoN&previous_page_section_name=1000&federated_search_id=ebc9e83f-9079-4825-ae77-a860e970d30c,Room in Mumbai,Stay with Mahesh,", ",4.69 (67)
190,https://www.airbnb.co.in/rooms/32368151?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579160_lvIZw6RJ%2BgcvgO%2Bj&previous_page_section_name=1000&federated_search_id=ebc9e83f-9079-4825-ae77-a860e970d30c,Flat in Mumbai,6 queen beds,"₹8,629 per night, originally ₹9,987",4.33 (12)
191,https://www.airbnb.co.in/rooms/924282975947483708?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579160_ceVyNCh%2B9m5C8AyI&previous_page_section_name=1000&federated_search_id=ebc9e83f-9079-4825-ae77-a860e970d30c,Shared room in Pune,1 bed,"₹750 per night, originally ₹914",New
192,https://www.airbnb.co.in/rooms/904019828879383301?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579160_1yHgCYgNFruqKSSg&previous_page_section_name=1000&federated_search_id=ebc9e83f-9079-4825-ae77-a860e970d30c,Flat in Mumbai,2 beds,"₹9,586 per night, originally ₹11,686",New
193,https://www.airbnb.co.in/rooms/904019828879383301?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579162_7GJtZm5sCC8zIzeG&previous_page_section_name=1000&federated_search_id=8517f3a9-9144-4739-bf76-ef76dd9e2067,Flat in Mumbai,2 beds,"₹9,586 per night, originally ₹11,686",New
194,https://www.airbnb.co.in/rooms/48085687?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579162_MHHoyn%2FiVvWeEyTm&previous_page_section_name=1000&federated_search_id=8517f3a9-9144-4739-bf76-ef76dd9e2067,Room in Mumbai,Stay with Kavya,", ",4.67 (3)
195,https://www.airbnb.co.in/rooms/50763172?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579162_13x8RpZTmgzAhkBe&previous_page_section_name=1000&federated_search_id=8517f3a9-9144-4739-bf76-ef76dd9e2067,Hotel room in Dapoli,1 king bed,"₹2,853 per night",4.71 (7)
196,https://www.airbnb.co.in/rooms/30672514?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579162_pp894rTGL4djluIK&previous_page_section_name=1000&federated_search_id=8517f3a9-9144-4739-bf76-ef76dd9e2067,Room in Mumbai,Stay with Kumar,", ",4.31 (13)
197,https://www.airbnb.co.in/rooms/833204760087202633?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579162_Eh4wQo3BLayLxRv1&previous_page_section_name=1000&federated_search_id=8517f3a9-9144-4739-bf76-ef76dd9e2067,Hotel in Alibag,2 double beds,"₹3,423 per night",4.86 (7)
198,https://www.airbnb.co.in/rooms/51687268?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579162_%2FQ%2F1vE3QvfQZWPer&previous_page_section_name=1000&federated_search_id=8517f3a9-9144-4739-bf76-ef76dd9e2067,Room in Mumbai,Stay with Ankita,"₹1,974 per night",5.0 (13)
199,https://www.airbnb.co.in/rooms/46139548?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579162_7rUTK8YqiAFiDmOU&previous_page_section_name=1000&federated_search_id=8517f3a9-9144-4739-bf76-ef76dd9e2067,Apartment in Mumbai,2 king beds,"₹9,165 per night",4.42 (12)
200,https://www.airbnb.co.in/rooms/893960341762595303?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579162_sEbKfZAQG%2BpsR2uO&previous_page_section_name=1000&federated_search_id=8517f3a9-9144-4739-bf76-ef76dd9e2067,Flat in Mumbai,1 bed,"₹5,648 per night",4.67 (3)
201,https://www.airbnb.co.in/rooms/53108191?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579162_CZqURafOt2W7rUR7&previous_page_section_name=1000&federated_search_id=8517f3a9-9144-4739-bf76-ef76dd9e2067,Cottage in Waki,1 king bed,"₹9,130 per night",4.5 (12)
202,https://www.airbnb.co.in/rooms/38396441?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579162_GuekdN1dQq1Y6JO%2F&previous_page_section_name=1000&federated_search_id=8517f3a9-9144-4739-bf76-ef76dd9e2067,Room in Nagewadi,Stay with Vitthal,", ",4.86 (63)
203,https://www.airbnb.co.in/rooms/922241380842360431?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579162_NGiU89gMGtUGhqJ6&previous_page_section_name=1000&federated_search_id=8517f3a9-9144-4739-bf76-ef76dd9e2067,Hotel in Mumbai,1 bed,"₹2,556 per night, originally ₹3,116",New
204,https://www.airbnb.co.in/rooms/883004430739279230?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579162_JsQrr%2Ft6HvqnPy%2Fq&previous_page_section_name=1000&federated_search_id=8517f3a9-9144-4739-bf76-ef76dd9e2067,Flat in Mumbai,4 beds,"₹8,700 per night",5.0 (3)
205,https://www.airbnb.co.in/rooms/859877157024653764?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579163_CmursqGbfDsWkDrK&previous_page_section_name=1000&federated_search_id=4ca7e4c8-d92c-445e-8f0e-f0d1cfa53c36,Hotel in Thane,32 beds,"₹2,739 per night, originally ₹3,339",New
206,https://www.airbnb.co.in/rooms/783725368672259339?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579163_p4GoJltx0dzq7cpN&previous_page_section_name=1000&federated_search_id=4ca7e4c8-d92c-445e-8f0e-f0d1cfa53c36,Room in Saral,Stay with Abhishek,", ",4.83 (6)
207,https://www.airbnb.co.in/rooms/54011149?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579163_XYvmbCMa2y59OJfp&previous_page_section_name=1000&federated_search_id=4ca7e4c8-d92c-445e-8f0e-f0d1cfa53c36,Villa in Revdanda,4 beds,"₹4,882 per night",4.75 (55)
208,https://www.airbnb.co.in/rooms/724362572611873250?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579163_bbAJSPCbZbWDE6jY&previous_page_section_name=1000&federated_search_id=4ca7e4c8-d92c-445e-8f0e-f0d1cfa53c36,Villa in Mumbai,4 beds,"₹19,254 per night",5.0 (3)
209,https://www.airbnb.co.in/rooms/900230726159015148?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579163_g1vOykqYWFHtL2i%2B&previous_page_section_name=1000&federated_search_id=4ca7e4c8-d92c-445e-8f0e-f0d1cfa53c36,Room in Mumbai,Stay with Bharti,", ",New
210,https://www.airbnb.co.in/rooms/557266939652734571?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579163_7yA3k0rLk4Sp4Sec&previous_page_section_name=1000&federated_search_id=4ca7e4c8-d92c-445e-8f0e-f0d1cfa53c36,Resort in Akshi,1 bed,"₹2,070 per night",4.33 (9)
211,https://www.airbnb.co.in/rooms/926535825423618536?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579163_WPoQwCC8wTMWuRks&previous_page_section_name=1000&federated_search_id=4ca7e4c8-d92c-445e-8f0e-f0d1cfa53c36,Flat in Jambrung,2 beds,"₹2,283 per night",New
212,https://www.airbnb.co.in/rooms/51717535?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579163_ULc%2FqWj%2BPkpb7tp3&previous_page_section_name=1000&federated_search_id=4ca7e4c8-d92c-445e-8f0e-f0d1cfa53c36,Flat in Alibag,1 queen bed,"₹3,081 per night",4.8 (89)
213,https://www.airbnb.co.in/rooms/51509285?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579163_6%2FtKlwgQC5Nt3noI&previous_page_section_name=1000&federated_search_id=4ca7e4c8-d92c-445e-8f0e-f0d1cfa53c36,Farm stay in Shahapur,1 king bed,"₹3,652 per night, originally ₹4,439",4.8 (5)
214,https://www.airbnb.co.in/rooms/689686443385929367?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579163_JbjJVMO22LCidLck&previous_page_section_name=1000&federated_search_id=4ca7e4c8-d92c-445e-8f0e-f0d1cfa53c36,Room in Pune,Stay with Alpesh,", ",4.72 (36)
215,https://www.airbnb.co.in/rooms/6929905?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579163_%2BdAlfzZdpf0uy4en&previous_page_section_name=1000&federated_search_id=4ca7e4c8-d92c-445e-8f0e-f0d1cfa53c36,Flat in Mumbai,2 beds,"₹5,947 per night",4.74 (72)
216,https://www.airbnb.co.in/rooms/54047632?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579163_%2F82%2F0hBLaN6%2BT9x8&previous_page_section_name=1000&federated_search_id=4ca7e4c8-d92c-445e-8f0e-f0d1cfa53c36,Apartment in Dhokshet,2 beds,"₹5,021 per night, originally ₹6,121",New
217,https://www.airbnb.co.in/rooms/571268844525644914?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579163_n%2FooCNWu9p14LiVf&previous_page_section_name=1000&federated_search_id=4ca7e4c8-d92c-445e-8f0e-f0d1cfa53c36,Apartment in Pune,1 queen bed,"₹1,794 per night",4.72 (32)
218,https://www.airbnb.co.in/rooms/52120184?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579163_JzVlvI2padQMN2V2&previous_page_section_name=1000&federated_search_id=4ca7e4c8-d92c-445e-8f0e-f0d1cfa53c36,Cottage in Mumbai,2 sofa beds,"₹4,280 per night",4.45 (11)
219,https://www.airbnb.co.in/rooms/912257078508195560?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579164_7yyvYANy5J5ryrD%2F&previous_page_section_name=1000&federated_search_id=bf2ff738-8bc9-4f58-a5e5-e508e1e46066,Villa in Karjat,10 beds,"₹18,487 per night",5.0 (3)
220,https://www.airbnb.co.in/rooms/52330008?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579164_5nCy1T4Iyhn9YKzd&previous_page_section_name=1000&federated_search_id=bf2ff738-8bc9-4f58-a5e5-e508e1e46066,Boutique hotel in Mahabaleshwar,1 bed,"₹2,605 per night",4.64 (28)
221,https://www.airbnb.co.in/rooms/676574537753268510?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579164_aP9XFfMuFza8MFqQ&previous_page_section_name=1000&federated_search_id=bf2ff738-8bc9-4f58-a5e5-e508e1e46066,Room in Alibag,Stay with Anisha,", ",4.83 (12)
222,https://www.airbnb.co.in/rooms/51626575?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579164_0FdzzqO1cemk8weH&previous_page_section_name=1000&federated_search_id=bf2ff738-8bc9-4f58-a5e5-e508e1e46066,Villa in Kihim,2 double beds,"₹20,458 per night, originally ₹22,450",4.85 (47)
223,https://www.airbnb.co.in/rooms/825331994423103404?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579164_pV3qzd8dfthlIfCA&previous_page_section_name=1000&federated_search_id=bf2ff738-8bc9-4f58-a5e5-e508e1e46066,Flat in Pune,1 bed,"₹1,592 per night",5.0 (5)
224,https://www.airbnb.co.in/rooms/826838713734150838?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579164_g3FrkwneJLxZOxql&previous_page_section_name=1000&federated_search_id=bf2ff738-8bc9-4f58-a5e5-e508e1e46066,Hotel in Alibag,1 bed,"₹1,369 per night",4.71 (7)
225,https://www.airbnb.co.in/rooms/53744986?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579164_E6srkGuuvTSinLXa&previous_page_section_name=1000&federated_search_id=bf2ff738-8bc9-4f58-a5e5-e508e1e46066,Room in Mumbai,Stay with Paramjit Singh,"₹3,438 per night",4.0 (3)
226,https://www.airbnb.co.in/rooms/13550902?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579164_Cj5ZhK34n%2BIbGfAt&previous_page_section_name=1000&federated_search_id=bf2ff738-8bc9-4f58-a5e5-e508e1e46066,Bungalow in Nandivali,3 beds,"₹2,671 per night",4.79 (135)
227,https://www.airbnb.co.in/rooms/29174131?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579164_s%2BNruWJWlFzduCn0&previous_page_section_name=1000&federated_search_id=bf2ff738-8bc9-4f58-a5e5-e508e1e46066,Flat in Pune,4 beds,"₹2,111 per night",4.86 (178)
228,https://www.airbnb.co.in/rooms/891761325994718688?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579164_oAi75S1J%2BtX%2BtkFO&previous_page_section_name=1000&federated_search_id=bf2ff738-8bc9-4f58-a5e5-e508e1e46066,Room in Mumbai,Stay with Astha,", ",New
229,https://www.airbnb.co.in/rooms/652709571010320486?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579164_SYC1RU356XBcNFCI&previous_page_section_name=1000&federated_search_id=bf2ff738-8bc9-4f58-a5e5-e508e1e46066,Room in Mumbai,Stay with Jyothi,", ",4.71 (7)
230,https://www.airbnb.co.in/rooms/53210949?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579164_6W%2BX88hTT%2FKPMjuD&previous_page_section_name=1000&federated_search_id=bf2ff738-8bc9-4f58-a5e5-e508e1e46066,Villa in Lonavla,4 queen beds,"₹11,254 per night, originally ₹16,435",4.97 (33)
231,https://www.airbnb.co.in/rooms/24548668?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579164_amnefym5qiNxbJn0&previous_page_section_name=1000&federated_search_id=bf2ff738-8bc9-4f58-a5e5-e508e1e46066,Room in Mumbai,Stay with Jyothi,", ",4.4 (10)
232,https://www.airbnb.co.in/rooms/45875775?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579164_m305Bw8e8Msd00%2B1&previous_page_section_name=1000&federated_search_id=bf2ff738-8bc9-4f58-a5e5-e508e1e46066,Villa in Lonavla,4 beds,"₹9,200 per night, originally ₹11,988",4.49 (71)
