,Links,Name,Price,KM Run
327,https://www.carpages.ca/new-cars/manitoba/selkirk/2023-ford-escape-10137960/,2023 Ford Escape,47943,6KM
328,https://www.carpages.ca/new-cars/manitoba/selkirk/2023-ford-escape-10137957/,2023 Ford Escape,47943,4KM
329,https://www.carpages.ca/used-cars/ontario/kanata/2022-toyota-rav4-10137801/,2022 Toyota RAV4,61480,"29,800KM"
330,https://www.carpages.ca/used-cars/ontario/ottawa/2022-toyota-rav4-10137765/,2022 Toyota RAV4,41698,"8,245KM"
331,https://www.carpages.ca/used-cars/ontario/st-catharines/2021-toyota-rav4-10137696/,2021 Toyota RAV4,47498,"43,010KM"
332,https://www.carpages.ca/used-cars/manitoba/winnipeg/2016-toyota-rav4-10137303/,2016 Toyota RAV4,34109,"42,595KM"
333,https://www.carpages.ca/new-cars/manitoba/brandon/2023-honda-cr-v-10137195/,2023 Honda CR-V,5355875,25KM
334,https://www.carpages.ca/used-cars/british-columbia/richmond/2023-toyota-rav4-10136871/,2023 Toyota RAV4,54888,920KM
335,https://www.carpages.ca/new-cars/saskatchewan/regina/2024-lexus-nx-10136376/,2024 Lexus NX,69155,CALL
336,https://www.carpages.ca/new-cars/british-columbia/vernon/2023-ford-escape-10135971/,2023 Ford Escape,50594,CALL
337,https://www.carpages.ca/new-cars/british-columbia/vernon/2023-ford-escape-10135932/,2023 Ford Escape,50744,CALL
338,https://www.carpages.ca/new-cars/british-columbia/vernon/2023-ford-escape-10135926/,2023 Ford Escape,57324,CALL
339,https://www.carpages.ca/new-cars/british-columbia/vernon/2023-ford-escape-10135920/,2023 Ford Escape,49944,CALL
340,https://www.carpages.ca/new-cars/british-columbia/vernon/2023-ford-escape-10135878/,2023 Ford Escape,50644,CALL
341,https://www.carpages.ca/used-cars/ontario/mississauga/2022-tesla-model-3-10135866/,2022 Tesla Model 3,44995,"45,753KM"
342,https://www.carpages.ca/new-cars/british-columbia/vernon/2023-ford-escape-10135863/,2023 Ford Escape,58074,CALL
343,https://www.carpages.ca/used-cars/ontario/mississauga/2020-ford-escape-10135854/,2020 Ford Escape,35995,"36,224KM"
344,https://www.carpages.ca/new-cars/manitoba/selkirk/2023-ford-escape-10135650/,2023 Ford Escape,50373,43KM
345,https://www.carpages.ca/used-cars/ontario/chatham/2020-ford-escape-10135527/,2020 Ford Escape,36998,"60,267KM"
346,https://www.carpages.ca/new-cars/british-columbia/surrey/2023-ford-escape-10135071/,2023 Ford Escape,57624,10KM
347,https://www.carpages.ca/new-cars/british-columbia/surrey/2023-ford-escape-10135065/,2023 Ford Escape,52294,20KM
348,https://www.carpages.ca/new-cars/saskatchewan/regina/2023-ram-1500-10134645/,2023 RAM 1500,88430,CALL
349,https://www.carpages.ca/new-cars/saskatchewan/kindersley/2023-ford-f-150-10134555/,2023 Ford F-150,90399,10KM
350,https://www.carpages.ca/new-cars/ontario/mississauga/2023-ford-maverick-10134456/,2023 Ford MAVERICK,38205,CALL
351,https://www.carpages.ca/new-cars/ontario/mississauga/2023-ford-maverick-10134453/,2023 Ford MAVERICK,41225,CALL
352,https://www.carpages.ca/new-cars/ontario/mississauga/2023-ford-f-150-10134423/,2023 Ford F-150,74030,CALL
353,https://www.carpages.ca/new-cars/ontario/mississauga/2023-ford-f-150-10134405/,2023 Ford F-150,93935,CALL
354,https://www.carpages.ca/new-cars/ontario/mississauga/2023-ford-escape-10134390/,2023 Ford Escape,53399,CALL
355,https://www.carpages.ca/new-cars/ontario/mississauga/2023-ford-escape-10134387/,2023 Ford Escape,50399,CALL
356,https://www.carpages.ca/new-cars/ontario/nepean/2023-hyundai-kona-10134288/,2023 Hyundai KONA,52858,CALL
357,https://www.carpages.ca/used-cars/ontario/orleans/2019-chevrolet-volt-10134243/,2019 Chevrolet Volt,31800,"26,230KM"
358,https://www.carpages.ca/used-cars/ontario/orleans/2020-chevrolet-bolt-10134237/,2020 Chevrolet Bolt,37000,"7,422KM"
359,https://www.carpages.ca/used-cars/ontario/ottawa/2022-toyota-tundra-10134183/,2022 Toyota Tundra,79698,"23,720KM"
360,https://www.carpages.ca/used-cars/ontario/ottawa/2018-toyota-rav4-10134177/,2018 Toyota RAV4,32898,"74,658KM"
361,https://www.carpages.ca/used-cars/ontario/ottawa/2021-tesla-model-3-10134030/,2021 Tesla Model 3,44695,"26,699KM"
362,https://www.carpages.ca/used-cars/quebec/saint-jean-sur-richelieu/2018-chevrolet-volt-10133889/,2018 Chevrolet Volt,23995,"77,800KM"
363,https://www.carpages.ca/used-cars/ontario/whitby/2020-tesla-model-3-10133442/,2020 Tesla Model 3,39988,"52,982KM"
364,https://www.carpages.ca/used-cars/ontario/kitchener/2021-ford-f-150-10132659/,2021 Ford F-150,75988,"31,692KM"
365,https://www.carpages.ca/new-cars/british-columbia/richmond/2023-jeep-wrangler-10132482/,2023 Jeep Wrangler,77088,10KM
366,https://www.carpages.ca/new-cars/british-columbia/richmond/2023-jeep-wrangler-10132470/,2023 Jeep Wrangler,71731,CALL
367,https://www.carpages.ca/new-cars/british-columbia/richmond/2023-jeep-wrangler-10132464/,2023 Jeep Wrangler,53372,CALL
368,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-kia-ev6-10132278/,2023 Kia EV6,88524,26KM
369,https://www.carpages.ca/used-cars/manitoba/winnipeg/2018-toyota-camry-10132248/,2018 Toyota Camry,31488,"63,721KM"
370,https://www.carpages.ca/new-cars/alberta/sherwood-park/2024-mazda-cx-90-mhev-10132065/,2024 Mazda CX-90 MHEV,6542125,10KM
371,https://www.carpages.ca/used-cars/ontario/brantford/2021-tesla-model-y-10131921/,2021 Tesla Model Y,67988,"31,831KM"
372,https://www.carpages.ca/used-cars/ontario/burlington/2018-toyota-prius-10131720/,2018 Toyota Prius,29998,"43,100KM"
373,https://www.carpages.ca/new-cars/british-columbia/surrey/2023-jeep-grand-cherokee-10131561/,2023 Jeep Grand Cherokee,87100,CALL
374,https://www.carpages.ca/used-cars/ontario/burlington/2018-tesla-model-x-10131126/,2018 Tesla Model X,57888,"102,950KM"
375,https://www.carpages.ca/used-cars/ontario/burlington/2017-tesla-model-s-10131120/,2017 Tesla Model S,43888,"75,801KM"
376,https://www.carpages.ca/used-cars/ontario/burlington/2016-tesla-model-x-10131114/,2016 Tesla Model X,69888,"78,300KM"
377,https://www.carpages.ca/used-cars/ontario/burlington/2017-hyundai-sonata-10131105/,2017 Hyundai Sonata,18888,"132,400KM"
378,https://www.carpages.ca/used-cars/ontario/toronto/2017-toyota-prius-10131090/,2017 Toyota Prius,19990,"130,000KM"
379,https://www.carpages.ca/used-cars/ontario/chatham/2022-ford-escape-10130433/,2022 Ford Escape,40499,"25,711KM"
380,https://www.carpages.ca/used-cars/nova-scotia/halifax/2022-audi-q5-10129965/,2022 Audi Q5,54990,"42,759KM"
381,https://www.carpages.ca/new-cars/nova-scotia/port-hawkesbury/2023-toyota-venza-10129887/,2023 Toyota Venza,47390,10KM
382,https://www.carpages.ca/new-cars/saskatchewan/regina/2023-ford-escape-10129788/,2023 Ford Escape,44541,CALL
383,https://www.carpages.ca/used-cars/saskatchewan/regina/2021-jeep-wrangler-10129758/,2021 Jeep Wrangler,50911,"19,979KM"
384,https://www.carpages.ca/used-cars/saskatchewan/regina/2022-hyundai-elantra-10129614/,2022 Hyundai Elantra,40973,"31,127KM"
385,https://www.carpages.ca/new-cars/saskatchewan/regina/2023-ram-1500-10129611/,2023 RAM 1500,88380,CALL
386,https://www.carpages.ca/new-cars/saskatchewan/regina/2023-ram-1500-10129608/,2023 RAM 1500,87985,CALL
387,https://www.carpages.ca/used-cars/manitoba/winnipeg/2021-toyota-prius-10129497/,2021 Toyota Prius,39980,"59,998KM"
388,https://www.carpages.ca/used-cars/ontario/guelph/2020-honda-insight-10129482/,2020 Honda Insight,35998,"36,000KM"
389,https://www.carpages.ca/used-cars/manitoba/winnipeg/2016-kia-soul-10129485/,2016 Kia Soul,20980,"127,521KM"
390,https://www.carpages.ca/used-cars/manitoba/winnipeg/2016-toyota-rav4-10129473/,2016 Toyota RAV4,29980,"76,502KM"
391,https://www.carpages.ca/used-cars/british-columbia/langley/2018-smart-fortwo-10129464/,2018 Smart fortwo,19866,"19,413KM"
392,https://www.carpages.ca/new-cars/ontario/ottawa/2023-ford-f-150-10129236/,2023 Ford F-150,76040,26KM
393,https://www.carpages.ca/used-cars/manitoba/winnipeg/2017-toyota-prius-10144047/,2017 Toyota Prius,20993,"136,538KM"
394,https://www.carpages.ca/new-cars/ontario/tilbury/2023-ford-f-150-10143324/,2023 Ford F-150,107465,CALL
395,https://www.carpages.ca/new-cars/nova-scotia/port-hawkesbury/2023-toyota-tundra-10143078/,2023 Toyota Tundra,80345,10KM
396,https://www.carpages.ca/new-cars/nova-scotia/port-hawkesbury/2023-toyota-camry-10143066/,2023 Toyota Camry,35230,10KM
397,https://www.carpages.ca/used-cars/quebec/saint-jean-sur-richelieu/2021-hyundai-kona-10142427/,2021 Hyundai KONA,32800,"81,858KM"
398,https://www.carpages.ca/used-cars/quebec/saint-jean-sur-richelieu/2022-hyundai-ioniq-5-10142424/,2022 Hyundai IONIQ 5,50995,"22,000KM"
399,https://www.carpages.ca/used-cars/ontario/cobourg/2021-toyota-sienna-10141935/,2021 Toyota Sienna,66979,"43,084KM"
400,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-kia-niro-10141560/,2023 Kia NIRO,51617,26KM
401,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-volvo-xc60-10141554/,2023 Volvo XC60,97600,15KM
402,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-volvo-xc60-10141551/,2023 Volvo XC60,98210,15KM
403,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-volvo-xc60-10141548/,2023 Volvo XC60,99165,30KM
404,https://www.carpages.ca/used-cars/manitoba/winnipeg/2022-toyota-sienna-10141539/,2022 Toyota Sienna,72750,"9,602KM"
405,https://www.carpages.ca/used-cars/manitoba/winnipeg/2019-mitsubishi-outlander-10141482/,2019 Mitsubishi Outlander,34870,"47,627KM"
406,https://www.carpages.ca/used-cars/manitoba/winnipeg/2022-ford-f-150-10141407/,2022 Ford F-150,60990,"17,235KM"
407,https://www.carpages.ca/used-cars/ontario/kitchener/2023-toyota-camry-10141101/,2023 Toyota Camry,51999,25KM
408,https://www.carpages.ca/used-cars/ontario/kitchener/2023-toyota-camry-10141077/,2023 Toyota Camry,51999,25KM
409,https://www.carpages.ca/used-cars/ontario/kitchener/2021-jeep-wrangler-10140966/,2021 Jeep Wrangler,61499,"20,855KM"
410,https://www.carpages.ca/used-cars/ontario/kitchener/2017-toyota-camry-10140879/,2017 Toyota Camry,21880,"172,701KM"
411,https://www.carpages.ca/used-cars/ontario/brampton/2018-toyota-camry-10140792/,2018 Toyota Camry,30900,"121,200KM"
412,https://www.carpages.ca/used-cars/alberta/edmonton/2006-lexus-rx-400h-10140663/,2006 Lexus RX 400h,13900,"164,318KM"
413,https://www.carpages.ca/used-cars/quebec/quebec/2019-hyundai-ioniq-10140225/,2019 Hyundai IONIQ,25687,"70,946KM"
414,https://www.carpages.ca/new-cars/alberta/medicine-hat/2023-ford-escape-10139970/,2023 Ford Escape,54723,352KM
415,https://www.carpages.ca/used-cars/alberta/sherwood-park/2020-toyota-rav4-10139577/,2020 Toyota RAV4,48995,CALL
416,https://www.carpages.ca/used-cars/ontario/brampton/2020-toyota-highlander-10139562/,2020 Toyota Highlander,52900,"89,200KM"
417,https://www.carpages.ca/used-cars/ontario/scarborough/2013-toyota-prius-10139091/,2013 Toyota Prius,15950,CALL
418,https://www.carpages.ca/new-cars/british-columbia/surrey/2023-chrysler-pacifica-10138566/,2023 Chrysler Pacifica,79200,15KM
419,https://www.carpages.ca/used-cars/manitoba/winnipeg/2019-toyota-rav4-10138338/,2019 Toyota RAV4,45800,"60,000KM"
420,https://www.carpages.ca/used-cars/manitoba/winnipeg/2014-hyundai-sonata-10138326/,2014 Hyundai Sonata,19800,"80,000KM"
421,https://www.carpages.ca/used-cars/ontario/hamilton/2019-toyota-rav4-10138080/,2019 Toyota RAV4,29995,"188,440KM"
422,https://www.carpages.ca/new-cars/british-columbia/surrey/2023-jeep-wrangler-10137996/,2023 Jeep Wrangler,75427,25KM
423,https://www.carpages.ca/used-cars/manitoba/selkirk/2022-ford-f-150-10137975/,2022 Ford F-150,69794,"43,623KM"
424,https://www.carpages.ca/used-cars/manitoba/selkirk/2020-ford-escape-10137972/,2020 Ford Escape,37294,"51,495KM"
425,https://www.carpages.ca/new-cars/manitoba/selkirk/2023-ford-escape-10137960/,2023 Ford Escape,47943,6KM
426,https://www.carpages.ca/new-cars/manitoba/selkirk/2023-ford-escape-10137957/,2023 Ford Escape,47943,4KM
427,https://www.carpages.ca/used-cars/ontario/kanata/2022-toyota-rav4-10137801/,2022 Toyota RAV4,61480,"29,800KM"
428,https://www.carpages.ca/used-cars/ontario/ottawa/2022-toyota-rav4-10137765/,2022 Toyota RAV4,41698,"8,245KM"
429,https://www.carpages.ca/used-cars/ontario/st-catharines/2021-toyota-rav4-10137696/,2021 Toyota RAV4,47498,"43,010KM"
430,https://www.carpages.ca/used-cars/manitoba/winnipeg/2016-toyota-rav4-10137303/,2016 Toyota RAV4,34109,"42,595KM"
431,https://www.carpages.ca/new-cars/manitoba/brandon/2023-honda-cr-v-10137195/,2023 Honda CR-V,5355875,25KM
432,https://www.carpages.ca/used-cars/british-columbia/richmond/2023-toyota-rav4-10136871/,2023 Toyota RAV4,54888,920KM
433,https://www.carpages.ca/new-cars/saskatchewan/regina/2024-lexus-nx-10136376/,2024 Lexus NX,69155,CALL
434,https://www.carpages.ca/new-cars/british-columbia/vernon/2023-ford-escape-10135971/,2023 Ford Escape,50594,CALL
435,https://www.carpages.ca/new-cars/british-columbia/vernon/2023-ford-escape-10135932/,2023 Ford Escape,50744,CALL
436,https://www.carpages.ca/new-cars/british-columbia/vernon/2023-ford-escape-10135926/,2023 Ford Escape,57324,CALL
437,https://www.carpages.ca/new-cars/british-columbia/vernon/2023-ford-escape-10135920/,2023 Ford Escape,49944,CALL
438,https://www.carpages.ca/new-cars/british-columbia/vernon/2023-ford-escape-10135878/,2023 Ford Escape,50644,CALL
439,https://www.carpages.ca/used-cars/ontario/mississauga/2022-tesla-model-3-10135866/,2022 Tesla Model 3,44995,"45,753KM"
440,https://www.carpages.ca/new-cars/british-columbia/vernon/2023-ford-escape-10135863/,2023 Ford Escape,58074,CALL
441,https://www.carpages.ca/used-cars/ontario/mississauga/2020-ford-escape-10135854/,2020 Ford Escape,35995,"36,224KM"
442,https://www.carpages.ca/new-cars/manitoba/selkirk/2023-ford-escape-10135650/,2023 Ford Escape,50373,43KM
443,https://www.carpages.ca/used-cars/ontario/chatham/2020-ford-escape-10135527/,2020 Ford Escape,36998,"60,267KM"
444,https://www.carpages.ca/new-cars/british-columbia/surrey/2023-ford-escape-10135071/,2023 Ford Escape,57624,10KM
445,https://www.carpages.ca/new-cars/british-columbia/surrey/2023-ford-escape-10135065/,2023 Ford Escape,52294,20KM
446,https://www.carpages.ca/new-cars/saskatchewan/regina/2023-ram-1500-10134645/,2023 RAM 1500,88430,CALL
447,https://www.carpages.ca/new-cars/saskatchewan/kindersley/2023-ford-f-150-10134555/,2023 Ford F-150,90399,10KM
448,https://www.carpages.ca/new-cars/ontario/mississauga/2023-ford-maverick-10134456/,2023 Ford MAVERICK,38205,CALL
449,https://www.carpages.ca/new-cars/ontario/mississauga/2023-ford-maverick-10134453/,2023 Ford MAVERICK,41225,CALL
450,https://www.carpages.ca/new-cars/ontario/mississauga/2023-ford-f-150-10134423/,2023 Ford F-150,74030,CALL
451,https://www.carpages.ca/new-cars/ontario/mississauga/2023-ford-f-150-10134405/,2023 Ford F-150,93935,CALL
452,https://www.carpages.ca/new-cars/ontario/mississauga/2023-ford-escape-10134390/,2023 Ford Escape,53399,CALL
453,https://www.carpages.ca/new-cars/ontario/mississauga/2023-ford-escape-10134387/,2023 Ford Escape,50399,CALL
454,https://www.carpages.ca/new-cars/ontario/nepean/2023-hyundai-kona-10134288/,2023 Hyundai KONA,52858,CALL
455,https://www.carpages.ca/used-cars/ontario/orleans/2019-chevrolet-volt-10134243/,2019 Chevrolet Volt,31800,"26,230KM"
456,https://www.carpages.ca/used-cars/ontario/orleans/2020-chevrolet-bolt-10134237/,2020 Chevrolet Bolt,37000,"7,422KM"
457,https://www.carpages.ca/used-cars/ontario/ottawa/2022-toyota-tundra-10134183/,2022 Toyota Tundra,79698,"23,720KM"
458,https://www.carpages.ca/used-cars/ontario/ottawa/2018-toyota-rav4-10134177/,2018 Toyota RAV4,32898,"74,658KM"
459,https://www.carpages.ca/used-cars/ontario/ottawa/2021-tesla-model-3-10134030/,2021 Tesla Model 3,44695,"26,699KM"
460,https://www.carpages.ca/used-cars/quebec/saint-jean-sur-richelieu/2018-chevrolet-volt-10133889/,2018 Chevrolet Volt,23995,"77,800KM"
461,https://www.carpages.ca/used-cars/ontario/whitby/2020-tesla-model-3-10133442/,2020 Tesla Model 3,39988,"52,982KM"
462,https://www.carpages.ca/used-cars/ontario/kitchener/2021-ford-f-150-10132659/,2021 Ford F-150,75988,"31,692KM"
463,https://www.carpages.ca/new-cars/british-columbia/richmond/2023-jeep-wrangler-10132482/,2023 Jeep Wrangler,77088,10KM
464,https://www.carpages.ca/new-cars/british-columbia/richmond/2023-jeep-wrangler-10132470/,2023 Jeep Wrangler,71731,CALL
465,https://www.carpages.ca/new-cars/british-columbia/richmond/2023-jeep-wrangler-10132464/,2023 Jeep Wrangler,53372,CALL
466,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-kia-ev6-10132278/,2023 Kia EV6,88524,26KM
467,https://www.carpages.ca/used-cars/manitoba/winnipeg/2018-toyota-camry-10132248/,2018 Toyota Camry,31488,"63,721KM"
468,https://www.carpages.ca/new-cars/alberta/sherwood-park/2024-mazda-cx-90-mhev-10132065/,2024 Mazda CX-90 MHEV,6542125,10KM
469,https://www.carpages.ca/used-cars/ontario/brantford/2021-tesla-model-y-10131921/,2021 Tesla Model Y,67988,"31,831KM"
470,https://www.carpages.ca/used-cars/ontario/burlington/2018-toyota-prius-10131720/,2018 Toyota Prius,29998,"43,100KM"
471,https://www.carpages.ca/new-cars/british-columbia/surrey/2023-jeep-grand-cherokee-10131561/,2023 Jeep Grand Cherokee,87100,CALL
472,https://www.carpages.ca/used-cars/ontario/burlington/2018-tesla-model-x-10131126/,2018 Tesla Model X,57888,"102,950KM"
473,https://www.carpages.ca/used-cars/ontario/burlington/2017-tesla-model-s-10131120/,2017 Tesla Model S,43888,"75,801KM"
474,https://www.carpages.ca/used-cars/ontario/burlington/2016-tesla-model-x-10131114/,2016 Tesla Model X,69888,"78,300KM"
475,https://www.carpages.ca/used-cars/ontario/burlington/2017-hyundai-sonata-10131105/,2017 Hyundai Sonata,18888,"132,400KM"
476,https://www.carpages.ca/used-cars/ontario/toronto/2017-toyota-prius-10131090/,2017 Toyota Prius,19990,"130,000KM"
477,https://www.carpages.ca/used-cars/ontario/chatham/2022-ford-escape-10130433/,2022 Ford Escape,40499,"25,711KM"
478,https://www.carpages.ca/used-cars/nova-scotia/halifax/2022-audi-q5-10129965/,2022 Audi Q5,54990,"42,759KM"
479,https://www.carpages.ca/new-cars/nova-scotia/port-hawkesbury/2023-toyota-venza-10129887/,2023 Toyota Venza,47390,10KM
480,https://www.carpages.ca/new-cars/saskatchewan/regina/2023-ford-escape-10129788/,2023 Ford Escape,44541,CALL
481,https://www.carpages.ca/used-cars/saskatchewan/regina/2021-jeep-wrangler-10129758/,2021 Jeep Wrangler,50911,"19,979KM"
482,https://www.carpages.ca/used-cars/saskatchewan/regina/2022-hyundai-elantra-10129614/,2022 Hyundai Elantra,40973,"31,127KM"
483,https://www.carpages.ca/new-cars/saskatchewan/regina/2023-ram-1500-10129611/,2023 RAM 1500,88380,CALL
484,https://www.carpages.ca/new-cars/saskatchewan/regina/2023-ram-1500-10129608/,2023 RAM 1500,87985,CALL
485,https://www.carpages.ca/used-cars/manitoba/winnipeg/2021-toyota-prius-10129497/,2021 Toyota Prius,39980,"59,998KM"
486,https://www.carpages.ca/used-cars/ontario/guelph/2020-honda-insight-10129482/,2020 Honda Insight,35998,"36,000KM"
487,https://www.carpages.ca/used-cars/manitoba/winnipeg/2016-kia-soul-10129485/,2016 Kia Soul,20980,"127,521KM"
488,https://www.carpages.ca/used-cars/manitoba/winnipeg/2016-toyota-rav4-10129473/,2016 Toyota RAV4,29980,"76,502KM"
489,https://www.carpages.ca/used-cars/british-columbia/langley/2018-smart-fortwo-10129464/,2018 Smart fortwo,19866,"19,413KM"
490,https://www.carpages.ca/new-cars/ontario/ottawa/2023-ford-f-150-10129236/,2023 Ford F-150,76040,26KM
